config_id,parity_name,train_avg_U,train_min_U,train_max_U,train_FS_pass,train_edge,test_avg_U,test_min_U,test_max_U,test_FS_pass,test_edge,test_winner_fail_sum,test_winner_fail_parity,test_winner_fail_uniques,test_winner_fail_consecutive,test_winner_fail_mirror_prev,test_draws,train_draws
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",allow_all,73367.26945193628,73367,73368,0.7305480637117704,-0.00312463080759251,73367.27396702625,73367,73368,0.7260329737431305,-0.007639765927132003,605,0,958,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",balanced_only,39985.63426797619,39968,40004,0.3994707648465727,-0.00038557783318921013,39985.778139629554,39968,40004,0.39202116832892325,-0.007836613067372267,1817,1848,1,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",allow_all,72740.06722304209,72627,73368,0.7249503842043662,-0.0024502880260547366,72740.16893954814,72627,73368,0.7195196417667413,-0.007882047628740008,605,0,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",relaxed,72074.84423184571,72062,72108,0.7171645208895222,-0.003583921428934933,72074.85792794627,72062,72108,0.71280276816609,-0.00794581111337267,605,144,958,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",balanced_only,40003.60032568317,40003,40004,0.3996743168286601,-0.0003616864281715815,40003.60797883167,40003,40004,0.39202116832892325,-0.008014911459393481,1817,1848,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",relaxed,72107.28247926314,72107,72108,0.7175207368581752,-0.0035520879344562717,72107.28699369021,72107,72108,0.7130063097903522,-0.00806656014654994,605,144,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",relaxed,71490.97023052262,71367,72108,0.7123301613149458,-0.00257954099028046,71490.84510482394,71368,72108,0.7066965194382251,-0.008211931610014322,605,144,958,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",balanced_only,39785.72393262429,39769,39804,0.39763879700778587,-0.0002184423184570794,39785.87095461022,39769,39804,0.3895786688377773,-0.008280040708324887,1817,1848,60,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",balanced_only,39803.60215765101,39803,39804,0.3978423489898733,-0.00019367258663677278,39803.61042133116,39803,39804,0.3895786688377773,-0.008457435375534339,1817,1848,60,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",allow_all,63254.954506132,63239,63284,0.6290774006411888,-0.003472144420131218,63255.08446977407,63239,63284,0.6240586199877876,-0.008492224709953144,1817,0,60,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",allow_all,63283.37051549539,63283,63284,0.6294336166098418,-0.003400088545112201,63283.375941380014,63283,63284,0.6242621616120496,-0.008571597801750541,1817,0,60,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",balanced_only,35576.99114548878,35466,35884,0.35667396061269147,0.0009040491578036769,35577.905760227964,35466,35884,0.34703846936698557,-0.008740588235294056,1817,1848,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",moderate,73198.30369955728,73186,73232,0.7282581039132868,-0.0037249330822859417,73198.33340118054,73186,73232,0.7231833910034602,-0.00879994300834519,432,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",moderate,73231.27133479212,73231,73232,0.7286652078774617,-0.0036475054704595555,73231.27661306737,73231,73232,0.7233869326277224,-0.008925833502951397,432,315,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":33,""sum_min"":12}",moderate,72605.16080606585,72493,73232,0.7233219683476668,-0.0027296397129916716,72605.27905556686,72493,73232,0.7170771422755954,-0.008975648280073245,432,315,958,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",allow_all,54458.96386952318,54442,54484,0.5405322884331586,-0.004057350262073212,54459.0537349888,54442,54484,0.5355180134337472,-0.009072523916140884,1817,0,958,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",balanced_only,39661.89003104168,39532,39982,0.3968245890794362,0.00020568876901938538,39663.07510685935,39533,39982,0.3875432525951557,-0.009087498473437816,1817,1848,1,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",allow_all,54483.4591114956,54483,54484,0.5408376164062898,-0.003996974708666223,54483.464481986564,54483,54484,0.5357215550580093,-0.009113089761856319,1817,0,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",relaxed,53499.410615235865,53482,53524,0.5309653452750496,-0.004028760877309079,53499.49704864645,53482,53524,0.5257480154691635,-0.009246955017300995,1817,144,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",relaxed,53523.46872932675,53523,53524,0.5312197852526589,-0.0040149020406086144,53523.47425198453,53523,53524,0.5259515570934256,-0.009283185426419704,1817,144,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",allow_all,62742.806574729024,62612,63240,0.6248536970128746,-0.002574368734415633,62743.964787299,62614,63216,0.6179523712599226,-0.009487276613067364,1817,0,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",relaxed,61505.77130934812,61489,61534,0.611266602208539,-0.003791110884942217,61505.88601669041,61489,61534,0.6055363321799307,-0.009522527986973395,1817,144,60,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",balanced_only,39463.58215866877,39344,39786,0.3949926212406493,0.00035679965396162583,39464.747608385915,39345,39786,0.38510075310400976,-0.009546722979849376,1817,1848,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",relaxed,61533.38837718182,61533,61534,0.6115719301816701,-0.0037619535901480816,61533.39446366782,61533,61534,0.6057398738041929,-0.009594070832485313,1817,144,60,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",allow_all,63774.71431479314,63758,63804,0.6340135362068088,-0.00373360694112268,63774.841644616325,63758,63804,0.6281294524730308,-0.009618963973132444,1817,0,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",relaxed,61905.58928298814,61888,61934,0.6149305378861126,-0.004125354943768755,61905.69489110523,61888,61934,0.6094036230409119,-0.00965332587014045,1817,144,1,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",allow_all,63803.36557935983,63803,63804,0.6343697521754618,-0.0036639036181365103,63803.371870547526,63803,63804,0.6283329940972929,-0.009700724608182276,1817,0,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",relaxed,61933.384713246145,61933,61934,0.6152358658592438,-0.004097981273217588,61933.39059637696,61933,61934,0.6096071646651741,-0.00972674129859552,1817,144,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",moderate,63538.78102895527,63522,63568,0.6327413363187624,-0.0026464739707903195,63538.85711377977,63522,63568,0.6254834113576226,-0.009905159780175032,1091,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",moderate,63567.36695333571,63567,63568,0.6329957762963717,-0.002677893236985418,63567.37451658864,63567,63568,0.6256869529818848,-0.00998679218400167,1091,315,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",moderate,63024.04269502824,62894,63568,0.6285685206859701,-0.0016719062643122395,63024.70099735396,62894,63568,0.6201913291268064,-0.01005568084673325,1091,315,958,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",allow_all,54017.90896137601,53893,54484,0.536868352755585,-0.0033107368581750674,54018.58314675351,53893,54484,0.5300223895786689,-0.010163441888866198,1817,0,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",relaxed,53066.193781486945,52933,53524,0.5275558495750853,-0.0031060882397841993,53066.7667412986,52935,53524,0.5204559332383473,-0.01021173417463872,1817,144,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",moderate,67472.9603073635,67458,67504,0.672230420843723,-0.002499182229911967,67473.02869936902,67458,67504,0.6643598615916955,-0.010370425401994732,822,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",relaxed,61007.89690092107,60863,61490,0.6072973385578342,-0.002781630451376471,61008.72542234887,60864,61466,0.5996336250763281,-0.010453629147160637,1817,144,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",moderate,67503.32746425118,67503,67504,0.6724848608213323,-0.0025484138211795404,67503.33564013841,67503,67504,0.6645634032159576,-0.010469953185426428,822,315,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",relaxed,61404.51284921887,61244,61886,0.6109612742354079,-0.003083854256780705,61405.353144718094,61244,61862,0.6035009159373091,-0.010552615509871743,1817,144,1,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",allow_all,63258.39356775737,63113,63756,0.6297898325784947,-0.002794103099078904,63259.61001424791,63114,63732,0.6220232037451658,-0.010572896397313292,1817,0,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",moderate,66926.29560836598,66801,67504,0.6678540532288433,-0.0014089028548165405,66926.78180337879,66801,67504,0.6584571544880928,-0.010810663545695043,822,315,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",moderate,70815.41544959544,70802,70848,0.7047478499821892,-0.0034063045137652237,70815.46244657032,70802,70848,0.6969265214736413,-0.011228102992061895,605,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",moderate,70847.29489593404,70847,70848,0.7051040659508422,-0.003368883008498247,70847.3028699369,70847,70848,0.6971300630979035,-0.011342965601465527,605,315,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",moderate,70241.60164877106,70122,70848,0.7000152663986565,-0.002400750089054049,70241.93038876451,70122,70848,0.6910238143700387,-0.011395489517606383,605,315,958,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",moderate,60036.44140247316,60018,60064,0.597781283395247,-0.0025831306294845646,60036.58762466924,60018,60064,0.5888459189904336,-0.011519957256258873,1817,315,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",moderate,59756.567910030026,59739,59784,0.5951859956236324,-0.0023796834766678376,59756.72074089151,59739,59784,0.5859963362507633,-0.011570871158151808,1817,315,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",moderate,60063.401862500636,60063,60064,0.5980866113683782,-0.0025474072566281647,60063.41115408101,60063,60064,0.5890494606146957,-0.011584650926114493,1817,315,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",moderate,59783.404457788405,59783,59784,0.5954913235967635,-0.0023427209811205385,59783.41400366375,59783,59784,0.5861998778750255,-0.011634262161612008,1817,315,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":28,""sum_min"":17}",moderate,59550.342679761845,59391,60016,0.5938629077400641,-0.0016405190575543571,59551.65825361286,59392,59998,0.583146753511093,-0.012369829025035584,1817,315,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":28,""sum_min"":17}",moderate,59272.7090733296,59129,59740,0.5912676199684495,-0.0014594707648465377,59273.99084062691,59131,59722,0.5802971707714227,-0.01244273763484638,1817,315,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",moderate,52539.84718334945,52522,52564,0.5220090580632029,-0.0033894137702916716,52539.95827396703,52522,52564,0.5129248931406473,-0.012474689599022981,1817,315,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",moderate,52563.477685613965,52563,52564,0.5222634980408122,-0.0033712788153275053,52563.48707510686,52563,52564,0.5131284347649094,-0.012506435986159192,1817,315,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":28,""sum_min"":17}",moderate,52114.30639662104,51984,52564,0.5186504503587603,-0.0024926136074500116,52115.13637288826,51984,52564,0.5078363525340932,-0.013315011194789395,1817,315,958,18,42,4913,19651
